Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Gibraltar,GIB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3.36314,3.41448,3.42077,3.5062,3.5324,3.61845,3.63696,3.70498,3.75944,3.8752,3.94072,3.97787,4.02762,4.05508,4.09401,4.18417,4.24877,4.30727,4.71477,4.78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,5871.84,5871.67,6037.88,6392.13,6819.69,6932.48,6974.06,6938.02,6808.49,6831.56,6802.82,6900.67,6831.37,6917.58,6899.45,7012.45,7092.87,7283.16,7422.27,7547.35,10690.0,10590.0,10690.0,10770.0,10970.0,11040.0,11240.0,11190.0,11400.0,11340.0,11440.0,10660.0,10680.0,10710.0,10900.0,10870.0,10940.0,10910.0,10840.0,10530.0,10730.0,10520.0,10370.0,10020.0,9890.0,9720.0,9400.0,9460.0,9670.0,,
Greenland,GRL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,17.8173,18.463,19.202,17.2912,17.8602,18.1127,18.4659,17.9988,18.8802,19.3656,20.0199,20.8512,21.2497,21.3873,21.4782,21.7777,22.1029,22.4624,22.8303,23.2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,25.4355,25.281,24.1249,24.7002,24.1327,23.7317,24.9455,26.0084,26.9725,26.6836,26.779,26.8063,26.6841,26.3365,25.7427,24.7482,24.2883,24.0408,23.9527,24.247,1720.0,1730.0,1750.0,1760.0,1770.0,1780.0,1800.0,1810.0,1820.0,1840.0,1850.0,1860.0,1870.0,1880.0,1900.0,1910.0,1920.0,1930.0,1940.0,1950.0,1950.0,1960.0,1970.0,1980.0,1990.0,2000.0,2010.0,2020.0,2030.0,,
Guam,GUM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,30.0712,28.8934,30.3225,31.7915,32.4329,34.1441,34.0384,35.8448,37.4172,38.9435,40.1023,41.4119,41.9906,43.1531,43.8917,44.5059,45.2793,46.2038,47.3548,45.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3216.8,3466.04,3661.66,3647.2,3572.63,3679.28,3376.64,3620.77,3724.47,4009.22,4184.72,4229.25,4447.29,4500.29,4484.55,4537.11,4590.51,4686.2,4819.54,4737.76,5750.0,5950.0,6300.0,6640.0,6630.0,6750.0,6970.0,7250.0,7490.0,7910.0,8150.0,8420.0,8670.0,8570.0,8730.0,9100.0,9160.0,9590.0,9830.0,10200.0,10450.0,10490.0,10670.0,10840.0,11130.0,11360.0,11540.0,11660.0,11750.0,,
Guinea,GIN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,7147.71,6991.35,6909.24,7545.8,6327.76,6694.09,6861.51,7691.88,6505.06,6848.76,8635.39,7478.98,8325.82,7847.74,7784.13,6929.78,6504.3,6721.07,6228.26,6903.73,6180.0,6400.0,6620.0,6860.0,7130.0,7400.0,7180.0,7380.0,7890.0,7830.0,8210.0,8590.0,9200.0,9330.0,9410.0,10180.0,10390.0,10640.0,10970.0,11340.0,13150.0,14000.0,14930.0,15370.0,15840.0,16170.0,17460.0,17670.0,17830.0,,
Guinea-Bissau,GNB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,542.102,539.584,549.342,583.198,600.099,720.948,792.422,788.891,676.533,698.646,753.27,824.797,1059.35,954.47,880.304,717.426,710.623,717.47,713.535,776.501,880.0,880.0,910.0,920.0,940.0,960.0,930.0,910.0,920.0,990.0,1000.0,1140.0,1160.0,1160.0,1120.0,1110.0,1200.0,1210.0,1190.0,1250.0,1310.0,1290.0,1390.0,1390.0,1340.0,1420.0,1450.0,1490.0,1500.0,,
Guyana,GUY,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2066.49,1709.41,1636.0,1626.88,1890.27,2134.84,1889.43,1977.68,1903.38,1616.63,1710.78,1546.89,1653.79,1475.99,1401.22,1273.03,1367.86,1463.81,1293.35,1261.79,810.0,1010.0,1070.0,1190.0,1180.0,1370.0,1370.0,1410.0,1310.0,1410.0,1200.0,1250.0,1140.0,1320.0,1210.0,1140.0,1110.0,1140.0,1230.0,1270.0,1320.0,1380.0,1410.0,1550.0,1690.0,1750.0,1440.0,1600.0,1540.0,,
Haiti,HTI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2955.91,3029.29,3122.43,3119.78,3117.32,3127.88,3167.3,3226.6,3370.17,3446.05,3587.52,3426.64,3522.42,3568.31,3610.73,3589.73,3342.43,3303.77,3312.7,3290.24,3070.0,3240.0,3620.0,3510.0,3510.0,3560.0,3610.0,3760.0,3800.0,3860.0,4090.0,4130.0,4170.0,4210.0,4220.0,4260.0,4270.0,4320.0,4340.0,4380.0,4420.0,4460.0,4490.0,4530.0,4540.0,4590.0,4670.0,4700.0,4730.0,,
Honduras,HND,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2551.85,2655.29,2699.14,2733.96,2976.65,3044.4,3001.62,3140.44,3161.65,3431.3,3375.71,3294.97,3667.04,3885.86,4133.64,4113.13,4128.43,4177.2,4126.5,3948.09,7530.0,7600.0,7650.0,7330.0,7730.0,7580.0,7250.0,6830.0,6350.0,5680.0,5480.0,5660.0,6070.0,6790.0,6760.0,7040.0,6960.0,7050.0,7190.0,7450.0,7530.0,7620.0,7650.0,7770.0,7850.0,7850.0,7970.0,8010.0,8150.0,,
"Hong Kong SAR, China",HKG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,704.285,724.166,744.975,769.781,797.98,821.258,852.228,888.196,938.085,967.867,1006.69,1047.08,1089.19,1111.64,1164.09,1206.06,1265.65,1302.2,1378.46,1465.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10394.5,10612.2,10144.5,10522.2,11160.3,10801.8,10846.4,11163.9,11758.6,11900.6,12131.1,12161.2,11530.8,11576.8,11667.4,11606.1,11046.3,11058.2,10884.8,10836.8,11740.0,11680.0,10490.0,9960.0,9430.0,8810.0,9030.0,8930.0,8730.0,8800.0,8950.0,8870.0,8770.0,9030.0,8610.0,8380.0,8230.0,8120.0,8010.0,7990.0,7950.0,7780.0,7640.0,7460.0,7290.0,7210.0,7200.0,7140.0,7120.0,,
Iceland,ISL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,308.49,304.208,322.513,339.43,346.369,349.695,347.244,352.318,360.024,358.825,337.118,344.453,333.435,336.146,345.407,350.554,345.744,336.845,335.775,335.288,510.0,510.0,520.0,530.0,540.0,550.0,560.0,560.0,570.0,580.0,570.0,580.0,570.0,570.0,570.0,560.0,610.0,610.0,600.0,600.0,600.0,570.0,540.0,540.0,550.0,560.0,550.0,540.0,530.0,,
India,IND,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,398212.0,401434.0,401638.0,408086.0,411441.0,420853.0,421451.0,429250.0,433220.0,435572.0,444528.0,453572.0,455044.0,469097.0,477063.0,480438.0,493758.0,498274.0,519788.0,532933.0,522740.0,528530.0,533310.0,539000.0,543900.0,551490.0,560740.0,567460.0,577290.0,584490.0,589050.0,594700.0,589390.0,598510.0,606520.0,621230.0,630640.0,642980.0,650450.0,644140.0,650140.0,653590.0,650410.0,653530.0,653670.0,652000.0,657690.0,661610.0,666510.0,,
Indonesia,IDN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,126665.0,119293.0,195338.0,136928.0,122570.0,121065.0,147762.0,208874.0,152697.0,184092.0,182595.0,168865.0,475987.0,231184.0,163059.0,166842.0,227691.0,330665.0,160742.0,171724.0,298410.0,301810.0,311310.0,314130.0,317860.0,320580.0,321110.0,318570.0,319960.0,319400.0,321480.0,312800.0,306860.0,298190.0,293680.0,285560.0,279110.0,274170.0,268720.0,265870.0,261610.0,255270.0,251460.0,255020.0,264090.0,269470.0,277450.0,283940.0,287500.0,,
"Iran, Islamic Rep.",IRN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,52012.9,55205.6,60712.9,68925.7,69785.2,63628.9,70029.7,67947.9,64946.6,48390.5,36464.7,34976.8,45440.4,44883.7,38342.2,38489.4,38360.0,39993.9,39267.3,42027.2,62240.0,63290.0,66460.0,68220.0,70080.0,73810.0,77820.0,81220.0,85240.0,88120.0,90710.0,96600.0,102300.0,108580.0,114990.0,121470.0,127540.0,133540.0,136920.0,143210.0,149420.0,147490.0,146580.0,145340.0,139340.0,139180.0,143250.0,146030.0,149690.0,,
Iraq,IRQ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,19681.9,21872.3,20514.1,22845.0,23235.9,24783.7,28241.6,25685.6,26613.8,32077.9,27077.5,15550.1,15789.7,15464.9,16880.7,19357.9,22009.1,22225.5,23382.3,24622.8,9610.0,8550.0,9050.0,9700.0,9840.0,9680.0,9300.0,9990.0,10510.0,10760.0,11050.0,11140.0,11400.0,10830.0,11260.0,11870.0,12280.0,12730.0,13090.0,14040.0,14380.0,15040.0,15590.0,15740.0,16170.0,15360.0,15840.0,16340.0,16750.0,,
Ireland,IRL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10169.6,10380.1,10425.2,10921.3,11525.9,11529.1,11341.8,11588.3,11772.2,12026.8,12129.2,11923.9,12138.4,12488.5,12688.9,12892.4,12927.5,12863.1,12843.6,13181.0,15460.0,15750.0,15800.0,15930.0,15960.0,16010.0,16000.0,16000.0,16430.0,16480.0,16970.0,17050.0,16950.0,17520.0,16580.0,16100.0,16060.0,15400.0,15160.0,14890.0,14390.0,14400.0,14840.0,15240.0,15580.0,15860.0,16490.0,16770.0,16820.0,,
Isle of Man,IMN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1301.06,1318.23,1363.41,1407.83,1386.07,1547.77,1318.59,1353.35,1385.74,1412.04,1450.36,1458.31,1502.36,1553.92,1593.54,1625.97,1684.73,1746.38,1824.53,1864.37,8350.0,8610.0,8900.0,9180.0,9480.0,9760.0,10070.0,10130.0,10210.0,10290.0,10360.0,9050.0,7710.0,6410.0,6900.0,7480.0,7850.0,8000.0,8080.0,8240.0,8210.0,8880.0,9550.0,10230.0,10900.0,11580.0,11730.0,11890.0,12070.0,,
Italy,ITA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,40488.2,39242.4,39690.2,40754.4,40895.8,40690.6,42059.1,42875.6,43159.8,43732.1,43908.4,43883.7,43894.4,42945.2,45131.3,45481.5,45577.7,45851.4,46344.5,46768.5,54560.0,53520.0,53510.0,52980.0,53180.0,52860.0,53390.0,53760.0,53330.0,53170.0,53840.0,51900.0,52000.0,51420.0,50260.0,50190.0,49130.0,49120.0,49330.0,49120.0,49280.0,47070.0,47920.0,45960.0,45090.0,45010.0,44680.0,44340.0,43670.0,,
Jamaica,JAM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,821.253,825.87,830.272,836.246,846.131,855.553,865.854,860.467,859.023,854.172,872.822,857.835,877.954,942.351,1065.51,1038.08,1096.35,1100.91,1095.84,1099.31,1070.0,1110.0,1170.0,1160.0,1130.0,1150.0,1110.0,1090.0,1100.0,1110.0,1120.0,1130.0,1130.0,1170.0,1110.0,1090.0,870.0,830.0,830.0,820.0,820.0,830.0,830.0,830.0,830.0,830.0,800.0,790.0,780.0,,
Japan,JPN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,101804.0,93274.2,89309.2,87821.7,86881.0,85160.7,85699.7,85622.1,80369.8,79393.5,77447.3,75634.3,74784.5,74613.8,74860.0,74544.1,73524.8,69948.0,68480.7,67750.2,37850.0,37180.0,37070.0,36460.0,36160.0,34970.0,33490.0,32750.0,31280.0,30740.0,30120.0,28870.0,28060.0,27570.0,27470.0,27120.0,26740.0,26380.0,25730.0,25250.0,24930.0,23770.0,23430.0,23130.0,22580.0,21900.0,21440.0,21220.0,21110.0,,
Jordan,JOR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,361.816,383.748,402.791,438.787,435.242,438.272,413.107,442.409,463.697,503.032,500.235,549.19,566.354,573.613,591.184,632.694,618.013,676.797,721.584,787.734,8240.0,8740.0,9260.0,9700.0,10030.0,9000.0,7930.0,6840.0,5750.0,4730.0,3630.0,3720.0,3840.0,3950.0,4050.0,4200.0,4300.0,4510.0,4750.0,4800.0,4940.0,5110.0,5260.0,5440.0,5640.0,5790.0,6050.0,6160.0,6300.0,,
Kazakhstan,KAZ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,68238.3,68300.8,74529.5,70382.9,69539.5,70525.5,72988.8,71435.1,70521.2,67218.2,64911.8,63224.7,62882.7,60438.2,64568.2,61600.9,63331.2,63247.1,66335.7,68321.1,52970.0,54140.0,48820.0,45610.0,43710.0,37690.0,33610.0,29970.0,27330.0,23850.0,26660.0,29170.0,32260.0,31790.0,33840.0,33630.0,36150.0,36080.0,39190.0,36560.0,41490.0,40780.0,41640.0,41000.0,41450.0,40440.0,40060.0,43290.0,41360.0,,
Kenya,KEN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,12008.8,12246.5,12548.5,12760.3,12977.7,13207.6,13185.3,13482.9,14408.0,15529.1,14642.0,14610.7,15757.8,17169.4,17721.3,17655.7,17985.8,18103.2,19137.8,19883.2,21660.0,21000.0,20960.0,20930.0,21050.0,21020.0,20290.0,20530.0,21090.0,22400.0,21280.0,21280.0,22030.0,23150.0,24350.0,23840.0,23680.0,34590.0,35280.0,34350.0,34760.0,35930.0,36190.0,36130.0,37000.0,37900.0,40480.0,38630.0,40250.0,,
Kiribati,KIR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,4.66001,5.0505,5.37733,5.6776,5.90573,6.25382,6.70277,6.99489,7.25503,7.53406,7.80881,7.92928,8.09901,8.33936,8.60384,8.95085,9.25627,9.5605,9.84241,10.2185,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,
"Korea, Dem. People's Rep.",PRK,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,15006.5,14526.1,14919.2,15873.0,15518.0,15855.9,16428.5,17631.4,19757.4,20167.2,21019.5,21467.5,21726.2,23539.2,22761.5,23132.5,23152.8,23459.3,22646.1,21555.8,30550.0,28860.0,27330.0,25780.0,24260.0,22730.0,20990.0,19640.0,18250.0,16960.0,15440.0,15830.0,16090.0,15730.0,15340.0,15000.0,15590.0,16170.0,16700.0,17300.0,17890.0,18110.0,18310.0,18390.0,18460.0,18390.0,18510.0,18650.0,18710.0,,
"Korea, Rep.",KOR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,25948.7,25762.0,25835.8,26653.0,27919.9,28404.4,27857.4,28568.8,28839.3,29054.8,29043.4,29254.1,29312.0,30698.0,32149.1,33357.5,33973.2,33767.1,33369.2,32197.8,29170.0,28900.0,28260.0,27800.0,27660.0,27430.0,28010.0,28320.0,26620.0,26460.0,26430.0,26940.0,27070.0,27140.0,26300.0,26420.0,26460.0,26180.0,26170.0,26230.0,26780.0,26630.0,26860.0,26680.0,26170.0,25960.0,25770.0,25600.0,25530.0,,
Kosovo,XKX,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,21910.4,23068.7,23216.0,19964.0,15524.9,12416.5,12085.8,10779.8,12348.1,13240.4,9201.89,6468.34,5016.9,5999.08,6469.48,6441.65,6511.43,6571.63,7275.6,8523.21,2470.0,2650.0,2880.0,3140.0,3390.0,3640.0,3690.0,3730.0,3770.0,3820.0,3870.0,3980.0,4160.0,4320.0,4450.0,4600.0,4620.0,4650.0,4680.0,4710.0,4720.0,4920.0,5120.0,5340.0,5560.0,5760.0,5870.0,5970.0,6080.0,,
Kyrgyz Republic,KGZ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,4561.13,4717.82,5041.41,4921.7,4992.31,5104.88,5148.38,5117.43,5151.03,5192.82,5219.25,5214.66,5265.65,5274.56,5402.32,5452.79,5544.95,5624.8,5681.15,5790.58,7590.0,7800.0,6940.0,5930.0,4530.0,4060.0,3850.0,3840.0,3650.0,3530.0,3580.0,3670.0,3720.0,3590.0,3790.0,3680.0,3740.0,3800.0,3890.0,4090.0,4150.0,4260.0,4360.0,4490.0,4640.0,4710.0,4800.0,4880.0,4990.0,,
Lao PDR,LAO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,6975.78,5617.9,6196.01,7426.45,5537.61,5468.69,4769.28,6267.75,7045.97,6906.61,7926.31,7348.99,7336.02,10421.4,7118.98,6540.52,7170.78,8181.29,6857.59,5878.43,5780.0,5590.0,5710.0,5640.0,5850.0,5760.0,5690.0,5800.0,5410.0,5290.0,5450.0,5630.0,5720.0,5850.0,6060.0,5950.0,5980.0,6190.0,6330.0,6560.0,6930.0,6710.0,7260.0,7250.0,7400.0,7580.0,7850.0,7820.0,7610.0,,
Latvia,LVA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3322.72,3462.19,3560.22,3658.48,3767.38,3862.3,3879.87,3912.64,3976.68,4012.48,4020.39,4032.18,4075.16,4159.48,4247.09,4323.95,4381.15,4446.1,4764.61,5156.56,4030.0,4020.0,4550.0,3930.0,2850.0,2590.0,2550.0,2440.0,2340.0,2230.0,2110.0,2130.0,2170.0,2100.0,2040.0,2060.0,2050.0,2050.0,2070.0,2000.0,1980.0,1920.0,1970.0,1990.0,2050.0,1980.0,1990.0,1960.0,1940.0,,
Lebanon,LBN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,545.394,558.363,573.474,578.109,583.013,565.36,548.475,558.209,601.605,597.76,619.711,624.53,619.909,622.899,630.743,643.183,657.793,668.889,667.486,679.502,1210.0,1260.0,1290.0,1330.0,1360.0,1490.0,1650.0,1780.0,1930.0,2070.0,2210.0,2250.0,2300.0,2350.0,2390.0,2440.0,2500.0,2540.0,2600.0,2650.0,2680.0,2790.0,2860.0,2920.0,2980.0,3030.0,3100.0,3170.0,3250.0,,
Lesotho,LSO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1129.56,1043.97,1025.17,1013.6,1034.61,1075.26,1055.71,980.293,990.912,1048.22,1102.39,1110.43,1140.0,1124.17,1105.9,1147.05,1162.93,1317.38,1288.35,1240.85,1270.0,1280.0,1390.0,1370.0,1350.0,1320.0,1300.0,1290.0,1250.0,1590.0,1550.0,1540.0,1440.0,1470.0,1430.0,1530.0,1570.0,1690.0,1760.0,1860.0,1940.0,2040.0,2120.0,2130.0,2190.0,2250.0,2250.0,2360.0,2320.0,,
Liberia,LBR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,493.168,509.303,525.946,550.119,544.0,545.626,552.426,629.278,629.106,662.381,693.175,683.703,711.984,711.905,731.0,750.103,813.975,833.329,891.581,913.171,2590.0,2430.0,2290.0,2130.0,1990.0,1850.0,1940.0,2070.0,2180.0,2280.0,2370.0,2440.0,2510.0,2600.0,2670.0,2740.0,2890.0,3030.0,3170.0,3430.0,3470.0,3970.0,4470.0,4960.0,5480.0,6040.0,6070.0,6140.0,6210.0,,
Libya,LBY,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,29695.2,23578.6,18943.4,18273.6,13366.0,14640.1,17202.7,17626.0,17567.8,18479.3,17642.6,12945.3,13683.6,12616.6,12216.3,11875.1,14975.6,13450.9,14257.9,14442.5,67790.0,67940.0,68070.0,68200.0,68360.0,68560.0,68820.0,68950.0,69230.0,69320.0,69390.0,71860.0,74320.0,76820.0,79340.0,81840.0,82510.0,83130.0,83680.0,84280.0,84890.0,73100.0,61300.0,49520.0,37720.0,25910.0,29890.0,33840.0,37790.0,,
Liechtenstein,LIE,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,
Lithuania,LTU,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,4583.84,4799.64,4945.25,5075.79,5213.62,5345.38,5376.2,5468.72,5602.26,5705.62,5726.93,5808.01,5853.62,5999.44,6116.98,6231.5,6323.09,6431.74,6919.8,7571.71,7130.0,7060.0,7350.0,6280.0,5580.0,5160.0,5000.0,4990.0,4850.0,4580.0,4390.0,4140.0,4170.0,4230.0,4270.0,4230.0,4190.0,4190.0,4030.0,3900.0,3850.0,3680.0,3660.0,3540.0,3450.0,3420.0,3320.0,3230.0,3150.0,,
Luxembourg,LUX,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,714.056,715.81,726.393,757.852,794.763,803.405,817.708,838.045,861.356,880.727,897.18,912.044,902.866,917.838,916.966,935.516,933.036,945.618,950.217,961.849,600.0,610.0,600.0,600.0,590.0,590.0,590.0,580.0,580.0,600.0,570.0,580.0,580.0,560.0,560.0,550.0,550.0,560.0,560.0,560.0,560.0,540.0,530.0,540.0,550.0,550.0,550.0,550.0,540.0,,
"Macao SAR, China",MAC,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,48.8704,50.3535,51.4655,52.6127,53.3593,53.8737,54.1588,54.0095,54.6061,55.0441,56.2086,57.1744,58.6616,60.797,62.6502,65.6237,68.6852,71.9305,75.9327,79.9558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,15194.1,12546.4,12994.0,13479.3,13276.2,13935.2,13564.8,14581.7,15271.2,16355.4,15976.2,15578.4,16066.0,16048.5,15220.2,15261.0,15284.2,16094.0,15069.3,15640.3,17120.0,17130.0,17400.0,17760.0,17490.0,17640.0,17680.0,17700.0,18170.0,18030.0,17830.0,17030.0,16130.0,17200.0,16730.0,18790.0,18210.0,18830.0,18190.0,18490.0,18400.0,17890.0,18410.0,17090.0,17390.0,17280.0,17810.0,16520.0,17470.0,,
Malawi,MWI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3189.38,2325.73,2525.02,2589.56,2488.62,2825.46,2770.7,2915.79,3029.58,3542.32,3208.47,3055.57,3310.49,3339.73,3067.25,3233.84,3263.14,3852.96,3244.92,3479.35,8640.0,7760.0,6870.0,6000.0,5030.0,5280.0,5400.0,5460.0,5680.0,5750.0,5930.0,6190.0,6520.0,6880.0,7120.0,7480.0,7330.0,7280.0,7280.0,7160.0,7190.0,7730.0,8320.0,8860.0,9420.0,10050.0,10330.0,10530.0,11020.0,,
Malaysia,MYS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,14316.7,11913.0,13715.7,16372.2,12483.0,12807.5,13050.9,15709.8,16588.7,17021.3,18166.0,16408.5,16584.3,25019.7,19055.3,17633.9,20378.4,23524.0,21298.2,19243.6,27250.0,27860.0,28690.0,29620.0,30660.0,31330.0,32110.0,32960.0,33670.0,34350.0,35190.0,35810.0,36690.0,37610.0,38600.0,39450.0,40090.0,41020.0,41540.0,42270.0,42720.0,43310.0,43890.0,44800.0,45350.0,46060.0,46250.0,46460.0,46580.0,,
Maldives,MDV,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,13.1008,13.5029,13.9541,14.4535,14.9795,15.5913,16.046,16.5835,17.1255,17.6846,18.2289,18.8526,19.4985,20.1689,20.8615,21.6457,22.2975,22.944,23.6126,24.2155,40.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,70.0,70.0,80.0,80.0,90.0,90.0,90.0,100.0,100.0,110.0,110.0,120.0,120.0,130.0,130.0,,
Mali,MLI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,8280.67,8340.11,7574.38,7462.75,6489.81,7103.9,7220.16,7671.49,7351.01,8274.42,9259.53,9017.42,9865.44,8802.01,8044.35,7405.9,7653.64,7800.22,8187.38,8579.82,9140.0,9110.0,9130.0,9250.0,9430.0,9670.0,10340.0,10650.0,11390.0,12280.0,12840.0,12780.0,13050.0,13620.0,14780.0,15360.0,15290.0,15900.0,16660.0,16680.0,17860.0,18230.0,18680.0,19320.0,19580.0,20250.0,22060.0,22530.0,23290.0,,
Malta,MLT,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,97.592,101.823,101.445,103.685,104.286,108.442,116.387,120.84,123.155,125.773,125.556,127.533,131.914,138.623,146.082,150.5,158.347,164.01,169.947,175.996,160.0,160.0,180.0,180.0,190.0,180.0,190.0,200.0,200.0,210.0,220.0,220.0,230.0,240.0,240.0,260.0,260.0,270.0,190.0,200.0,210.0,190.0,200.0,190.0,200.0,210.0,220.0,220.0,220.0,,
Marshall Islands,MHL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2.43945,2.50377,2.5617,2.61839,2.68643,2.7503,2.80693,2.87061,2.93676,3.00853,3.09228,3.18931,3.31618,3.45776,3.61302,3.78892,3.97513,4.17383,4.38014,4.62033,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,
